Manufacturer,Disc Model,Max Weight,Diameter,Height,Rim Depth,Inside Rim Diameter,Rim Thickness,Rim Configuration,Flexibility,Class,Max Weight Vint (gr),Last Year Production,Certification Number,Approved Date
Discraft,X-Clone,177.6,21.4,1.7,1.2,18.2,1.6,27,11.11,,,,95-01,9-Feb-95
Lightning Discs,#1 Flyer,177.6,21.4,1.5,1.1,18.2,1.6,27.75,9.75,,,,95-15,2-Feb-95
Discraft,Typhoon,181.8,21.9,1.8,1.2,18.9,1.5,26,11.11,,,,94-10,1-Dec-94
Innova Champion Discs,Raven,180.1,21.7,1.9,1.2,18.5,1.6,29.25,9.69,,,,94-09,10-Nov-94
Discraft,Rattler Putter,176,21.2,2.2,1.6,20,0.6,84.25,4.99,Vintage Class,142,,94-08,25-Aug-94
Innova Champion Discs,Gopher,190.1,22.9,2.5,2.1,21.5,0.7,84.25,4.76,Vintage Class,153.4,,94-07,9-Aug-94
Lightning Discs,B-25 Mitchell,177.6,21.4,1.5,1.1,18.2,1.6,28.75,6.35,,,,94-06,1-Jun-94
Innova Champion Discs,Ram,180.1,21.7,1.9,1.3,18.1,1.8,27.5,7.82,,,,94-05,1-Apr-94
Innova Champion Discs,Gazelle,176,21.2,1.8,1.2,18,1.6,28.25,10.54,,,,94-02,8-Mar-94
Innova Champion Discs,Dolphin,177.6,21.4,2.1,1.2,18.2,1.6,41.5,7.94,,,,94-03,21-Feb-94
Innova Champion Discs,Python,180.1,21.7,1.7,1.1,17.9,1.9,31.25,8.05,,,,94-04,21-Feb-94
Innova Champion Discs,Pole Cat,176.8,21.3,2.3,1.6,19.9,0.7,83.25,4.2,Vintage Class,142.7,,94-01,5-Jan-94
Innova Champion Discs,Classic Roc,176,21.2,2,1.2,19.4,0.9,42.75,8.96,,,,94-11,1-Jan-94
Innova Champion Discs,Cobra Classic,180.1,21.7,2.1,1.1,19.3,1.2,35.25,8.85,,,,94-12,1-Jan-94
Lightning Discs,Rubber Putter,179.3,21.6,2.5,1.3,19,1.3,45.5,7.7,,,,94-13,1-Jan-94
Innova Champion Discs,Piranha,176,21.2,2.1,1.6,19.8,0.7,81.5,7.5,Vintage Class,142,,93-10,28-Oct-93
Discraft,The Hawk,178.5,21.5,1.8,1.2,19.1,1.2,33,11.1,,,,93-09,30-Sep-93
Innova Champion Discs,Griffin,176,21.2,2,1.3,17.8,1.7,33.25,8.8,,,,93-08,22-Sep-93
Innova Champion Discs,Panther,176,21.2,1.9,1.2,18.6,1.3,34,12.02,,,,93-07,26-Jul-93
Discraft,Cyclone,176.8,21.3,1.8,1.2,18.1,1.6,26,12.25,,,,93-05,14-Jul-93
Discraft,Magnet,176,21.2,2,1.4,19.6,0.8,47.75,8.85,,,,93-06,14-Jul-93
"Wham-O, Inc.",44 Mold,179.3,21.6,2.2,1.2,18.4,1.6,31.5,12.25,,,,93-04,30-Jun-93
Lightning Discs,P-38J Lightning,180.9,21.8,1.4,1.1,19.2,1.3,26,9.98,,,,93-03,14-May-93
Lightning Discs,Upshot,179.3,21.6,2.2,1.4,20.2,0.7,63.75,2.04,,,,93-02,13-Feb-93
Lightning Discs,F-6 Hellcat,187.6,22.6,1.8,1.2,19.8,1.4,27.75,6.69,,,,93-01,24-Jan-93
Disc Golf Association,DGA Factor I (modified Viper),180.1,21.7,2,1.3,18.5,1.6,29.25,8.51,,,,92-06,8-Aug-92
Disc Golf Association,DGA Factor I (modified Whippet),174.3,21,1.9,1.3,17.6,1.7,26,12.25,,,,92-07,8-Aug-92
Disc Golf Association,DGA Factor IV (modified Aviar),176,21.2,2.1,1.5,19.4,0.9,55.75,8.68,,,,92-05,8-Aug-92
Lightning Discs,Dauntless,184.3,22.2,1.7,1.5,19.2,1.5,32.5,7.7,,,,92-04,23-Jul-92
Innova Champion Discs,Zephyr,200,24.1,2.7,1.7,22.7,0.7,83,10,Super Class & Vintage Class,161.5,,92-03,6-Jul-92
Innova Champion Discs,Whippet,176,21.2,1.9,1.3,17.8,1.7,26,12.25,,,,92-02,7-Feb-92
Discraft,Marauder,185.1,22.3,2,1.2,19.3,1.5,30.25,10.77,,,,92-01,10-Jan-92
Disc Golf Association,#5 Roller-Putter,179.3,21.6,1.7,1.1,19.2,1.2,35.75,12.25,,,,91-09,31-Dec-91
Innova Champion Discs,Viper,180.1,21.7,2,1.3,18.5,1.6,29.25,8.51,,,,91-07,3-Dec-91
Innova Champion Discs,Jaguar,200,24.1,1.7,1.4,20.9,1.6,36,10.22,,,,91-06,5-Nov-91
Lightning Discs,B-2 Stealth,185.9,22.4,1.8,1.2,19.4,1.5,30.75,8.2,,,,91-05,11-Oct-91
Innova Champion Discs,Birdie,175.1,21.1,2.3,1.9,19.7,0.7,98.25,11.8,Vintage Class,142,,91-03,13-May-91
Innova Champion Discs,Birdie (retooled),176,21.2,2.4,1.9,19.8,0.7,98.25,11.8,Vintage Class,142,,91-10,13-May-91
Innova Champion Discs,Condor,200,24.1,2.2,1.6,21.5,1.3,49.25,12.25,,,,91-04,13-May-91
Lightning Discs,F-18 Hornet,183.4,22.1,2,1.2,18.9,1.6,31,8.2,,,,91-02,19-Apr-91
"Wham-O, Inc.",86 Softie,176.8,21.3,2.6,1.5,19.3,1,48,3.51,,,,91-08,1-Jan-91
Discraft,Shadow,183.4,22.1,2.1,1.3,19.1,1.5,29.25,12.25,,,,90-06,14-Dec-90
Discraft,Tracer,185.1,22.3,1.7,1.3,19.3,1.5,26.5,11.11,,,,90-05,20-Oct-90
Innova Champion Discs,Barracuda,186.8,22.5,1.7,1.2,19.3,1.6,30.75,11.75,,,,90-04,16-Sep-90
Innova Champion Discs,Scorpion,186.8,22.5,2.1,1.2,19.1,1.7,29.5,11.8,,,,90-03,16-Sep-90
Innova Champion Discs,Lynx,200,24.1,2.5,1.6,21.5,1.3,45.75,12.25,,,,90-02,21-Jun-90
Lightning Discs,F-14 Tomcat,180.1,21.7,1.9,1.1,18.9,1.4,34,11.8,,,,90-01,16-May-90
Discraft,Deuce,180.1,21.7,2.2,1.3,19.5,1.1,51,9.75,,,,90-12,1-Jan-90
Discraft,Phantom Deuce,180.1,21.7,2.2,1.3,19.5,1.1,51,9.75,,,,90-13,1-Jan-90
Discraft,Vortex,180.1,21.7,1.6,1.3,19,1.4,26.25,9.98,,,,90-14,1-Jan-90
Innova Champion Discs,Aviar XD (retooled),176,21.2,2,1.2,19.4,0.9,42.75,8.96,,,,90-09,1-Jan-90
Lightning Discs,Spitfire,185.1,22.3,2,1.2,19.2,1.5,36.25,9.1,,,,90-10,1-Jan-90
"Wham-O, Inc.",77 Mold,180.1,21.7,2,1.1,19.3,1.2,34.75,7.71,,,,90-07,1-Jan-90
"Wham-O, Inc.",78 Mold,180.1,21.7,2,1.1,19.3,1.2,33.75,11.8,,,,90-08,1-Jan-90
Destiny/Dynamic Disc,Jeteye,180.1,21.7,1.7,1.1,20,0.8,49.5,9.41,,,,89-04,1-Jan-89
Destiny/Dynamic Disc,Lone Ranger,180.1,21.7,1.7,1.1,20,0.8,49.5,9.41,,,,89-03,1-Jan-89
Disc Golf Association,#1 Hi Tec (modified Stingray),180.1,21.7,1.8,1.1,19.3,1.2,38.25,9.1,,,,89-11,1-Jan-89
Disc Golf Association,#1 Professional Driver,179.3,21.6,1.8,1.2,19.2,1.2,36.75,8.17,,,,89-16,1-Jan-89
Disc Golf Association,#2 Hi Tec (modified Stingray),180.1,21.7,1.8,1.1,19.3,1.2,38.25,9.1,,,,89-12,1-Jan-89
Disc Golf Association,#2 Professional Driver,179.3,21.6,1.8,1.2,19.2,1.2,36.75,10.22,,,,89-17,1-Jan-89
Disc Golf Association,#3 Hi Tec (modified Stingray),180.1,21.7,1.8,1.1,19.3,1.2,38.25,9.1,,,,89-13,1-Jan-89
Disc Golf Association,#3 Professional Driver,179.3,21.6,1.8,1.2,19.2,1.2,36.75,10.44,,,,89-18,1-Jan-89
Disc Golf Association,#4 Approach,179.3,21.6,1.8,1.1,19.2,1.2,34.75,12.25,,,,89-19,1-Jan-89
Disc Golf Association,#4 Hi Tec (modified Stingray),180.1,21.7,1.8,1.1,19.3,1.2,38.25,9.1,,,,89-14,1-Jan-89
Disc Golf Association,#5 Hi Tec (modified Stingray),180.1,21.7,1.8,1.1,19.3,1.2,38.25,9.1,,,,89-15,1-Jan-89
Discraft,Cruiser-Windstar,177.6,21.4,1.8,1.2,18.1,1.7,34.5,8.62,,,,89-10,1-Jan-89
Discraft,Eclipse,182.6,22,1.6,1.2,19.2,1.4,26,12.25,,,,89-01,1-Jan-89
Discraft,Windstar,177.6,21.4,1.9,1.3,17.9,1.7,38.5,9.41,,,,89-05,1-Jan-89
Innova Champion Discs,Shark,180.1,21.7,2.1,1.3,19.3,1.2,39.5,11.32,,,,89-06,1-Jan-89
Lightning Discs,F-4-U Corsair,180.9,21.8,1.9,1.1,19,1.4,34.25,8.2,,,,89-02,1-Jan-89
Disc Golf Association,Super Drive,194.2,23.4,2.9,1.7,21.7,0.8,92,6.35,,,,88-09,1-Jan-88
Innova Champion Discs,Cobra,180.1,21.7,2,1.1,19.3,1.2,35.25,9.1,,,,88-02,1-Jan-88
Innova Champion Discs,Phenix,190.9,23,2.6,1.3,19.6,1.7,38.5,11.5,,,,88-01,1-Jan-88
Lightning Discs,AT-6 Texan,179.3,21.6,2.5,1.3,19,1.3,45.5,7.7,,,,88-06,1-Jan-88
Lightning Discs,B-17 Flying Fortress,195.9,23.6,2.1,1.4,19.2,1.7,30.25,12.25,,,,88-07,1-Jan-88
Lightning Discs,F-8-F Bearcat,179.3,21.6,2,1.1,19,1.3,27.25,6.69,,,,88-05,1-Jan-88
Lightning Discs,P-40 Flying Tiger,180.9,21.8,2.8,1.3,19.2,1.3,35.75,8.2,,,,88-03,1-Jan-88
Lightning Discs,P-51 Mustang,180.9,21.8,2.2,1.2,19.3,1.3,35.75,8.2,,,,88-04,1-Jan-88
Lightning Discs,SR-71 Blackbird,181.8,21.9,2.1,1.2,19.2,1.3,27.5,8.62,,,,88-08,1-Jan-88
Discraft,Cruiser,177.6,21.4,1.8,1.2,18.1,1.7,34.5,8.62,,,,87-07,1-Jan-87
Discraft,Phantom Light,177.6,21.4,2,1.1,19.2,1.1,50.25,8.62,,,,87-03,1-Jan-87
Innova Champion Discs,Aviar Putter,176,21.2,2,1.5,19.4,0.9,55.75,4.59,,,,87-04,1-Jan-87
Innova Champion Discs,Hammer,180.1,21.7,2.1,1.1,19.3,1.2,36.75,9.96,,,,87-06,1-Jan-87
Innova Champion Discs,Roc,180.1,21.7,2,1.3,19.3,1.2,43,8.51,,,,87-05,1-Jan-87
Innova Champion Discs,Stingray,180.1,21.7,1.8,1.1,19.3,1.2,38.25,9.1,,,,87-08,1-Jan-87
Lightning Discs,F-15 Eagle,177.6,21.4,2,1.2,18.2,1.6,29,12.02,,,,87-02,1-Jan-87
Lightning Discs,Falcon,178.5,21.5,2.4,1.3,18.9,1.3,41,8.16,,,,87-10,1-Jan-87
Lightning Discs,X-15,177.6,21.4,1.8,1.1,18.8,1.3,34,11.4,,,,87-09,1-Jan-87
"Wham-O, Inc.",91 Mold,176,21.2,2.1,1.2,19.4,0.9,38.25,10,,,,87-01,1-Jan-87
Disc Golf Association,Gumbputt,180.1,21.7,2.2,1.9,20.2,0.7,86.75,2.72,Vintage Class,145.4,,86-04,1-Jan-86
Disc Golf Association,Powerdrive,178.5,21.5,2.6,1.2,18.9,1.3,38,6.12,,,,86-06,1-Jan-86
Disc Golf Association,Putterdrive,176,21.2,2.4,1.4,19.1,1.3,34.75,4.2,,,,86-05,1-Jan-86
Discraft,Phantom+,177.6,21.4,2.2,1.1,19.4,1,47.75,10.21,,,,86-01,1-Jan-86
Innova Champion Discs,Classic Ace,176,21.2,2.2,1.1,19.4,0.9,50.5,8.85,,,,86-02,1-Jan-86
Lightning Discs,Thunderbolt,177.6,21.4,2.3,1.2,19.4,1,41.75,2.72,,,,86-03,1-Jan-86
Innova Champion Discs,Coupe,176,21.2,2,1.3,19.4,0.9,50,8.16,,,,85-01,1-Jan-85
Disc Golf Association,Driver,174.3,21,2.9,1.5,19.6,0.6,86.25,7.6,Vintage Class,140.7,,84-04,1-Jan-84
Disc Golf Association,Power Putter,190.9,23,2.8,1.6,20.8,1.2,47.25,11.57,,,,84-11,1-Jan-84
Disc Golf Association,Softtouch (smaller),174.3,21,2.6,1.4,19.5,0.8,63.75,9.1,,,,84-06,1-Jan-84
Disc Golf Association,Softtouch (larger),195.1,23.5,2.9,1.7,22.9,0.3,77,,,,,84-10,1-Jan-84
Disc Golf Association,Streamliner,180.1,21.7,2.1,1.7,19.2,1.3,40,,,,,84-07,1-Jan-84
Innova Champion Discs,Aviar,176,21.2,2,1.5,19.4,0.9,55.75,11.34,,,,84-01,1-Jan-84
Innova Champion Discs,Aviar XD,176,21.2,2.1,1.1,19.4,0.9,52.5,9.1,,,,84-08,1-Jan-84
Lightning Discs,P-38 Lightning,178.5,21.5,2.1,1.1,18.9,1.3,40,6.4,,,,84-09,1-Jan-84
"Wham-O, Inc.",86 Mold,175.1,21.1,2.6,1.4,19.1,1,30.25,4.5,,,,84-03,1-Jan-84
Innova Champion Discs,Aero,180.1,21.7,2.5,1.3,19.6,1,43.75,8.16,,,,83-03,1-Jun-83
Innova Champion Discs,Eagle (old),180.1,21.7,2.5,1.3,19.6,1,43.75,8.16,,,,83-05,1-Apr-83
Disc Golf Association,Kitty Hawk Softouch,195.1,23.5,3,1.6,22.9,0.3,85.25,4.43,,,,83-04,1-Jan-83
Discraft,Phantom,177.6,21.4,2.2,1.1,19.4,1,47.75,10.21,,,,83-02,1-Jan-83
Discraft,Sky Streak,186.8,22.5,2.5,1.6,21,0.8,82,9.07,Vintage Class,150.8,,83-01,1-Jan-83
Disc Golf Association,Fader,174.3,21,2.6,1.4,19.5,0.7,74,4.43,,,,82-06,1-Jan-82
Disc Golf Association,Fader 3,174.3,21,2.6,1.4,19.5,0.7,74,4.43,,,,82-08,1-Jan-82
Disc Golf Association,Fader II,174.3,21,2.6,1.4,19.5,0.7,74,4.43,,,,82-07,1-Jan-82
Disc Golf Association,Hooker,174.3,21,2.5,1.4,19.5,0.7,74.75,8.85,,,,82-02,1-Jan-82
Disc Golf Association,Kitty Hawk,174.3,21,2.6,1.4,19.5,0.7,74,4.43,,,,82-01,1-Jan-82
Disc Golf Association,Kitty Hawk Driver,174.3,21,2.6,1.4,19.5,0.7,74,4.43,,,,82-05,1-Jan-82
Disc Golf Association,Kitty Hawk Putter,174.3,21,2.6,1.4,19.5,0.7,74,4.43,,,,82-04,1-Jan-82
Disc Golf Association,Kitty Hawk Softouch Sureshot,193.4,23.3,2.7,1.6,22.7,0.3,81.5,4.43,,,,82-11,1-Jan-82
Disc Golf Association,Putter,174.3,21,2.6,1.4,19.5,0.8,63.75,9.1,,,,82-12,1-Jan-82
Disc Golf Association,Sureshot,174.3,21,2.6,1.4,19.5,0.8,63.75,9.1,,,,82-03,1-Jan-82
"Wham-O, Inc.",90 Mold,200,27,3.1,1.8,25.9,0.5,94.75,2.95,Super Class & Vintage Class,180.9,,82-10,1-Jan-82
Discraft,Sky-Star,200,24.1,2.5,1.6,23,0.5,89,4.08,Super Class & Vintage Class,161.5,,81-01,1-Jan-81
Discraft,Ultra-Star,200,27.3,3.2,2,25.8,0.7,88.25,7.14,Super Class & Vintage Class,182.9,,81-02,1-Jan-81
Destiny/Dynamic Disc,Puppy,174.3,21,2.5,1.8,19.8,0.6,75,7.6,Vintage Class,140.7,,80-01,1-Jan-80
Destiny/Dynamic Disc,Super Puppy,174.3,21,2.5,1.8,19.8,0.6,75,7.6,Vintage Class,140.7,,80-02,1-Jan-80
Discraft,Sky-Styler,200,26.7,3.8,2.1,25.6,0.6,109.25,4.88,Super Class & Vintage Class,178.9,,80-07,1-Jan-80
Disc Golf Association,"Midnight Flyer (70C, 71C & 71C* molds)",186.8,22.5,3,1.7,21.3,0.6,87.5,9.5,Vintage Class,150.8,,80-08,1-Jan-80
Disc Golf Association,"Midnight Flyer (FB 6, FB 19 & FB 20 molds)",196.7,23.7,2.8,1.7,22.4,0.6,79.5,2.49,Super Class & Vintage Class,158.8,,80-03,1-Jan-80
Disc Golf Association,"Midnight Flyer (80, 80C & 80E molds)",200,26.9,3.1,1.9,25.7,0.6,94.75,4.76,Super Class & Vintage Class,180.2,,80-05,5-Jan-79
Destiny/Dynamic Disc,Floater,200,27.5,3.6,2,26.3,0.6,106.5,4.88,Super Class & Vintage Class,184.3,,79-01,1-Jan-79
Discraft,Sky Pro,200,24.1,2.5,1.6,23,0.5,89,4.08,Super Class & Vintage Class,161.5,,79-03,1-Jan-79
"Wham-O, Inc.",133g Night Lighter,200,24.9,2.8,1.8,23.7,0.6,97.25,5,Super Class & Vintage Class,166.8,,79-02,1-Jan-79
"Wham-O, Inc.","Olympic/Collegiate (100, 100A, 100D, 100E & 100AD molds)",200,24.9,2.8,1.8,23.7,0.6,97.25,5,Super Class & Vintage Class,166.8,,79-04,1-Jan-79
"Wham-O, Inc.","97g (70, 70C, 71 & 71C* molds)",186.8,22.5,3,1.7,21.3,0.6,87.5,9.5,Vintage Class,150.8,,78-06,1-Jan-78
"Wham-O, Inc.",97g (71 Mold),186.8,22.5,3,1.7,21.3,0.6,87.5,9.5,Vintage Class,150.8,,78-07,1-Jan-78
Disc Golf Association,"Midnight Flyer (100, 100A, 100AD, 100D, 100E, 100AD & 100E molds)",200,24.9,2.8,1.8,23.7,0.6,97.25,5,Super Class & Vintage Class,166.8,,78-04,1-Jan-78
Disc Golf Association,"Midnight Flyer (40, 40A, 40G, 40G*, 41, 41F, 41G, 42AF, 42AG, 42BF & 42BG molds)",195.1,23.5,2.6,1.7,22.3,0.6,95.25,6.8,Vintage Class,157.5,,78-02,1-Jan-78
Disc Golf Association,"Midnight Flyer (50, 50E & 50G molds)",200,25.9,2.8,1.8,24.7,0.6,101.5,4.5,Super Class & Vintage Class,173.5,,78-03,1-Jan-78
Disc Golf Association,Night Flyer (40 mold),195.1,23.5,2.6,1.7,22.3,0.6,95.25,6.8,Vintage Class,157.5,,78-01,1-Jan-78
"Wham-O, Inc.","119 G (40, 40G, 40G*, 41, 41 F, 41G, 42AF, 42AG, 42BF, 42BG & 40F molds)",195.1,23.5,2.6,1.7,22.3,0.6,95.25,6.8,Vintage Class,157.5,,74-01,1-Jan-74
"Wham-O, Inc.","141 G (50, 50E, 50G, 51, 52AE, 52BE, 52AG, 52BG & Farusa 5 molds)",200,25.9,2.8,1.8,24.7,0.6,101.5,4.5,Super Class & Vintage Class,173.5,,74-02,1-Jan-74
"Wham-O, Inc.","165g (80, 81, 81C, 81E, 82E & 900 molds & High Rigidity)",200,26.9,3.1,1.9,25.7,0.6,94.75,4.76,Super Class & Vintage Class,180.2,,74-03,1-Jan-74
"Wham-O, Inc.","Super Pro (no #, 50, 60, 61, 61N, 61B, 62, 62N, 63A P, 63B P & 63 P molds)",200,25.5,2.8,1.8,24.3,0.6,86,2.38,Super Class & Vintage Class,170.9,,73-01,1-Jan-73
"Wham-O, Inc.",Fastback (all molds),196.7,23.7,2.8,1.7,22.4,0.6,79.5,2.49,Super Class & Vintage Class,158.8,,71-01,1-Jan-71
"Wham-O, Inc.",Master,200,27.5,3.2,1.8,26,0.7,83.75,4.08,Super Class & Vintage Class,184.3,,67-01,1-Jan-67
"Wham-O, Inc.","Professional (1, 4, 10, 14, 15, 16, 17, 20, 20 A, 21, 23A, 23B, 24A, 24B & Pro Classic molds)",198.4,23.9,3,1.7,22.7,0.6,89,3.18,Super Class & Vintage Class,160.1,,64-01,1-Jan-64
